"S. No","Time","factory_id","COD - (mg/l) Raw","BOD - (mg/l) Raw","pH - (pH) Raw","TSS - (mg/l) Raw"
"21823","2026-02-16 03:42","FACTORY_A","124.39","43.62","7.17","82.97"
"21824","2026-02-16 03:43","FACTORY_A","117.81","43.36","7.13","84.36"
"21825","2026-02-16 03:44","FACTORY_A","118.21","46.83","7.30","83.85"
"21826","2026-02-16 03:45","FACTORY_A","118.15","43.49","7.17","83.73"
"21827","2026-02-16 03:46","FACTORY_A","118.40","44.98","7.22","77.73"
"21828","2026-02-16 03:47","FACTORY_A","119.97","42.55","7.05","79.38"
"21829","2026-02-16 03:48","FACTORY_A","116.16","45.09","7.20","75.74"
"21830","2026-02-16 03:49","FACTORY_A","123.25","46.77","7.23","81.01"
"21831","2026-02-16 03:50","FACTORY_A","119.57","46.82","7.21","75.99"
"21832","2026-02-16 03:51","FACTORY_A","127.44","46.57","7.20","82.35"
"21833","2026-02-16 03:52","FACTORY_A","116.48","44.88","7.19","86.00"
"21834","2026-02-16 03:53","FACTORY_A","124.77","46.67","7.24","80.00"
"21835","2026-02-16 03:54","FACTORY_A","124.17","45.65","7.14","77.29"
"21836","2026-02-16 03:55","FACTORY_A","118.76","44.34","7.19","82.47"
"21837","2026-02-16 03:56","FACTORY_A","118.81","45.57","7.27","85.16"
"21838","2026-02-16 03:57","FACTORY_A","117.24","46.33","7.13","76.26"
"21839","2026-02-16 03:58","FACTORY_A","117.27","43.01","7.19","80.58"
"21840","2026-02-16 03:59","FACTORY_A","120.00","43.41","7.14","81.57"
"21841","2026-02-16 04:00","FACTORY_A","120.06","44.78","7.22","78.61"
"21842","2026-02-16 04:01","FACTORY_A","115.19","43.17","7.20","82.56"
"21843","2026-02-16 04:02","FACTORY_A","126.88","43.15","7.15","71.81"
"21844","2026-02-16 04:03","FACTORY_A","119.22","44.37","7.20","81.72"
"21845","2026-02-16 04:04","FACTORY_A","120.20","46.49","7.20","88.97"
"21846","2026-02-16 04:05","FACTORY_A","118.12","46.46","7.17","82.80"
"21847","2026-02-16 04:06","FACTORY_A","119.20","45.48","7.18","80.19"
"21848","2026-02-16 04:07","FACTORY_A","118.93","45.27","7.17","73.92"
"21849","2026-02-16 04:08","FACTORY_A","119.99","48.13","7.09","78.28"
"21850","2026-02-16 04:09","FACTORY_A","119.96","44.19","7.25","81.54"
"21851","2026-02-16 04:10","FACTORY_A","122.41","45.36","7.26","80.47"
"21852","2026-02-16 04:11","FACTORY_A","120.68","44.12","7.11","73.83"
"21853","2026-02-16 04:12","FACTORY_A","122.11","43.07","7.26","81.25"
"21854","2026-02-16 04:13","FACTORY_A","119.97","46.78","7.22","75.71"
"21855","2026-02-16 04:14","FACTORY_A","120.69","44.54","7.14","77.13"
"21856","2026-02-16 04:15","FACTORY_A","119.28","46.04","7.19","84.48"
"21857","2026-02-16 04:16","FACTORY_A","123.01","44.63","7.16","78.81"
"21858","2026-02-16 04:17","FACTORY_A","120.97","46.87","7.25","76.77"
"21859","2026-02-16 04:18","FACTORY_A","119.53","43.50","7.15","75.08"
"21860","2026-02-16 04:19","FACTORY_A","119.44","46.75","7.31","76.42"
"21861","2026-02-16 04:20","FACTORY_A","119.67","46.34","7.26","77.30"
"21862","2026-02-16 04:21","FACTORY_A","120.09","42.31","7.14","84.29"
"21863","2026-02-16 04:22","FACTORY_A","119.83","44.22","7.28","79.84"
"21864","2026-02-16 04:23","FACTORY_A","118.32","46.53","7.24","86.02"
"21865","2026-02-16 04:24","FACTORY_A","122.29","47.46","7.19","74.16"
"21866","2026-02-16 04:25","FACTORY_A","122.48","46.07","7.23","86.45"
"21867","2026-02-16 04:26","FACTORY_A","125.35","44.41","7.25","79.25"
"21868","2026-02-16 04:27","FACTORY_A","118.19","43.55","7.16","78.87"
"21869","2026-02-16 04:28","FACTORY_A","122.00","45.85","7.24","78.81"
"21870","2026-02-16 04:29","FACTORY_A","114.27","44.36","7.18","91.30"
"21871","2026-02-16 04:30","FACTORY_A","122.49","44.42","7.24","77.62"
"21872","2026-02-16 04:31","FACTORY_A","115.63","44.66","7.19","90.35"
"21873","2026-02-16 04:32","FACTORY_A","117.05","46.32","7.15","84.32"
"21874","2026-02-16 04:33","FACTORY_A","121.00","47.71","7.23","74.47"
"21875","2026-02-16 04:34","FACTORY_A","118.14","46.54","7.18","75.19"
"21876","2026-02-16 04:35","FACTORY_A","117.72","45.01","7.21","80.96"
"21877","2026-02-16 04:36","FACTORY_A","118.55","43.65","7.22","80.52"
"21878","2026-02-16 04:37","FACTORY_A","122.19","46.00","7.27","78.01"
"21879","2026-02-16 04:38","FACTORY_A","117.20","47.50","7.18","77.32"
"21880","2026-02-16 04:39","FACTORY_A","119.84","46.51","7.16","87.74"
"21881","2026-02-16 04:40","FACTORY_A","118.86","45.31","7.28","80.77"
"21882","2026-02-16 04:41","FACTORY_A","122.46","44.27","7.20","82.35"
"21883","2026-02-16 04:42","FACTORY_A","122.54","45.52","7.17","80.59"
"21884","2026-02-16 04:43","FACTORY_A","114.49","46.73","7.22","80.22"
"21885","2026-02-16 04:44","FACTORY_A","123.14","45.35","7.18","90.77"
"21886","2026-02-16 04:45","FACTORY_A","118.17","44.84","7.19","82.87"
"21887","2026-02-16 04:46","FACTORY_A","120.71","43.97","7.33","93.15"
"21888","2026-02-16 04:47","FACTORY_A","117.18","48.88","7.15","83.89"
"21889","2026-02-16 04:48","FACTORY_A","121.11","43.66","7.13","76.74"
"21890","2026-02-16 04:49","FACTORY_A","127.65","43.52","7.26","86.22"
"21891","2026-02-16 04:50","FACTORY_A","120.38","45.25","7.18","79.62"
"21892","2026-02-16 04:51","FACTORY_A","118.62","44.70","7.22","87.62"
"21893","2026-02-16 04:52","FACTORY_A","119.30","46.53","7.23","76.62"
"21894","2026-02-16 04:53","FACTORY_A","115.59","46.59","7.11","72.08"
"21895","2026-02-16 04:54","FACTORY_A","124.35","43.18","7.26","80.51"
"21896","2026-02-16 04:55","FACTORY_A","120.94","43.87","7.17","87.34"
"21897","2026-02-16 04:56","FACTORY_A","116.85","43.69","7.29","76.85"
"21898","2026-02-16 04:57","FACTORY_A","116.95","46.18","7.16","82.90"
"21899","2026-02-16 04:58","FACTORY_A","120.05","45.64","7.28","76.63"
"21900","2026-02-16 04:59","FACTORY_A","122.80","44.44","7.29","84.72"
"21901","2026-02-16 05:00","FACTORY_A","116.55","45.32","7.18","78.17"
"21902","2026-02-16 05:01","FACTORY_A","123.34","43.31","7.19","81.34"
"21903","2026-02-16 05:02","FACTORY_A","119.73","43.89","7.18","78.33"
"21904","2026-02-16 05:03","FACTORY_A","117.21","43.05","7.28","76.25"
"21905","2026-02-16 05:04","FACTORY_A","118.60","45.22","7.21","70.39"
"21906","2026-02-16 05:05","FACTORY_A","125.25","45.21","7.23","73.50"
"21907","2026-02-16 05:06","FACTORY_A","115.84","43.52","7.19","78.61"
"21908","2026-02-16 05:07","FACTORY_A","117.80","45.63","7.22","82.24"
"21909","2026-02-16 05:08","FACTORY_A","122.86","46.59","7.23","89.27"
"21910","2026-02-16 05:09","FACTORY_A","120.65","43.45","7.17","77.40"
"21911","2026-02-16 05:10","FACTORY_A","117.63","44.51","7.29","76.82"
"21912","2026-02-16 05:11","FACTORY_A","122.89","45.77","7.19","73.38"
"21913","2026-02-16 05:12","FACTORY_A","123.04","44.99","7.25","84.28"
"21914","2026-02-16 05:13","FACTORY_A","120.99","42.94","7.14","82.86"
"21915","2026-02-16 05:14","FACTORY_A","118.16","44.34","7.23","82.24"
"21916","2026-02-16 05:15","FACTORY_A","118.63","44.29","7.25","81.72"
"21917","2026-02-16 05:16","FACTORY_A","120.85","44.74","7.21","78.13"
"21918","2026-02-16 05:17","FACTORY_A","116.06","44.81","7.25","86.79"
"21919","2026-02-16 05:18","FACTORY_A","123.98","47.35","7.16","76.12"
"21920","2026-02-16 05:19","FACTORY_A","125.10","44.69","7.22","77.63"
"21921","2026-02-16 05:20","FACTORY_A","119.29","42.42","7.12","74.92"
"21922","2026-02-16 05:21","FACTORY_A","121.07","45.14","7.21","79.36"
"21923","2026-02-16 05:22","FACTORY_A","123.56","47.62","7.16","76.12"
"21924","2026-02-16 05:23","FACTORY_A","125.87","44.75","7.20","76.85"
"21925","2026-02-16 05:24","FACTORY_A","124.67","44.34","7.27","74.00"
"21926","2026-02-16 05:25","FACTORY_A","114.79","44.54","7.29","75.21"
"21927","2026-02-16 05:26","FACTORY_A","119.05","45.88","7.14","71.96"
"21928","2026-02-16 05:27","FACTORY_A","121.50","44.54","7.26","81.79"
"21929","2026-02-16 05:28","FACTORY_A","118.52","42.73","7.27","75.69"
"21930","2026-02-16 05:29","FACTORY_A","125.35","43.99","7.22","88.06"
"21931","2026-02-16 05:30","FACTORY_A","124.89","44.90","7.27","84.73"
"21932","2026-02-16 05:31","FACTORY_A","117.55","45.80","7.18","80.35"
"21933","2026-02-16 05:32","FACTORY_A","119.51","44.13","7.17","82.85"
"21934","2026-02-16 05:33","FACTORY_A","117.75","44.56","7.17","84.29"
"21935","2026-02-16 05:34","FACTORY_A","119.41","45.07","7.24","77.53"
"21936","2026-02-16 05:35","FACTORY_A","119.32","43.83","7.20","78.98"
"21937","2026-02-16 05:36","FACTORY_A","122.86","44.86","7.16","85.39"
"21938","2026-02-16 05:37","FACTORY_A","117.33","45.70","7.17","85.71"
"21939","2026-02-16 05:38","FACTORY_A","112.15","43.22","7.20","76.14"
"21940","2026-02-16 05:39","FACTORY_A","115.19","45.46","7.16","91.48"
"21941","2026-02-16 05:40","FACTORY_A","116.92","43.36","7.23","73.24"
"21942","2026-02-16 05:41","FACTORY_A","118.03","43.39","7.26","68.57"
"21943","2026-02-16 05:42","FACTORY_A","120.56","44.01","7.25","88.61"
"21944","2026-02-16 05:43","FACTORY_A","116.76","47.05","7.35","83.64"
"21945","2026-02-16 05:44","FACTORY_A","116.37","42.43","7.22","80.93"
"21946","2026-02-16 05:45","FACTORY_A","117.21","44.30","7.28","84.05"
"21947","2026-02-16 05:46","FACTORY_A","116.65","44.96","7.21","76.60"
"21948","2026-02-16 05:47","FACTORY_A","118.34","46.75","7.19","71.31"
"21949","2026-02-16 05:48","FACTORY_A","118.21","47.92","7.21","77.75"
"21950","2026-02-16 05:49","FACTORY_A","122.07","44.37","7.21","76.51"
"21951","2026-02-16 05:50","FACTORY_A","117.03","45.81","7.19","75.06"
"21952","2026-02-16 05:51","FACTORY_A","118.93","44.86","7.15","76.99"
"21953","2026-02-16 05:52","FACTORY_A","118.36","44.85","7.15","77.06"
"21954","2026-02-16 05:53","FACTORY_A","122.43","45.41","7.26","77.64"
"21955","2026-02-16 05:54","FACTORY_A","119.54","42.62","7.24","81.91"
"21956","2026-02-16 05:55","FACTORY_A","123.15","44.93","7.29","82.79"
"21957","2026-02-16 05:56","FACTORY_A","116.54","45.68","7.18","81.50"
"21958","2026-02-16 05:57","FACTORY_A","119.85","43.71","7.18","67.30"
"21963","2026-02-16 06:02","FACTORY_A","118.27","45.69","7.14","74.91"
"21964","2026-02-16 06:03","FACTORY_A","116.32","42.41","7.25","74.98"
"21965","2026-02-16 06:04","FACTORY_A","119.80","45.14","7.16","85.98"
"21966","2026-02-16 06:05","FACTORY_A","125.20","47.01","7.20","75.76"
"21967","2026-02-16 06:06","FACTORY_A","117.44","44.67","7.22","70.51"
"21968","2026-02-16 06:07","FACTORY_A","119.62","43.53","7.12","83.44"
"21969","2026-02-16 06:08","FACTORY_A","116.06","42.86","7.24","80.46"
"21970","2026-02-16 06:09","FACTORY_A","115.62","45.59","7.25","92.57"
"21971","2026-02-16 06:10","FACTORY_A","117.64","46.39","7.21","73.09"
"21972","2026-02-16 06:11","FACTORY_A","118.65","44.92","7.20","78.91"
"21973","2026-02-16 06:12","FACTORY_A","118.78","44.30","7.20","74.81"
"21974","2026-02-16 06:13","FACTORY_A","119.32","42.10","7.27","74.82"
"21975","2026-02-16 06:14","FACTORY_A","115.06","45.19","7.20","75.89"
"21976","2026-02-16 06:15","FACTORY_A","118.12","43.97","7.20","74.51"
"21977","2026-02-16 06:16","FACTORY_A","121.51","44.05","7.17","80.93"
"21978","2026-02-16 06:17","FACTORY_A","115.93","47.42","7.06","80.31"
"21979","2026-02-16 06:18","FACTORY_A","118.93","42.30","7.25","79.84"
"21980","2026-02-16 06:19","FACTORY_A","120.88","42.50","7.20","86.34"
"21981","2026-02-16 06:20","FACTORY_A","117.65","45.35","7.16","82.79"
"21982","2026-02-16 06:21","FACTORY_A","121.02","44.42","7.31","84.18"
"21983","2026-02-16 06:22","FACTORY_A","115.44","44.22","7.22","80.81"
"21984","2026-02-16 06:23","FACTORY_A","122.67","45.41","7.19","81.55"
"21985","2026-02-16 06:24","FACTORY_A","121.10","45.38","7.25","84.64"
"21986","2026-02-16 06:25","FACTORY_A","120.17","43.54","7.22","74.28"
"21987","2026-02-16 06:26","FACTORY_A","123.37","44.11","7.22","76.73"
"21988","2026-02-16 06:27","FACTORY_A","119.01","45.07","7.17","80.37"
"21989","2026-02-16 06:28","FACTORY_A","118.15","45.25","7.23","80.21"
"21990","2026-02-16 06:29","FACTORY_A","124.12","45.72","7.25","72.89"
"21991","2026-02-16 06:30","FACTORY_A","125.52","44.13","7.17","83.81"
"21992","2026-02-16 06:31","FACTORY_A","117.92","45.52","7.11","87.20"
"21993","2026-02-16 06:32","FACTORY_A","119.66","46.43","7.25","86.82"
"21994","2026-02-16 06:33","FACTORY_A","123.14","45.07","7.23","76.53"
"21995","2026-02-16 06:34","FACTORY_A","119.77","44.85","7.24","84.25"
"21996","2026-02-16 06:35","FACTORY_A","121.78","44.65","7.20","77.98"
"21997","2026-02-16 06:36","FACTORY_A","122.34","44.07","7.25","80.35"
"21998","2026-02-16 06:37","FACTORY_A","118.31","43.59","7.17","85.51"
"21999","2026-02-16 06:38","FACTORY_A","121.26","44.55","7.19","86.70"
"22000","2026-02-16 06:39","FACTORY_A","119.98","45.68","7.15","77.79"
"22001","2026-02-16 06:40","FACTORY_A","116.35","43.67","7.26","77.40"
"22002","2026-02-16 06:41","FACTORY_A","117.03","44.89","7.20","87.49"
"22003","2026-02-16 06:42","FACTORY_A","118.04","44.71","7.21","79.50"
"22004","2026-02-16 06:43","FACTORY_A","122.79","47.67","7.22","65.00"
"22005","2026-02-16 06:44","FACTORY_A","122.88","46.08","7.19","82.20"
"22006","2026-02-16 06:45","FACTORY_A","122.25","46.06","7.24","75.99"
"22007","2026-02-16 06:46","FACTORY_A","121.32","46.38","7.28","78.58"
"22008","2026-02-16 06:47","FACTORY_A","121.24","44.18","7.25","82.97"
"22009","2026-02-16 06:48","FACTORY_A","120.83","47.07","7.11","70.76"
"22010","2026-02-16 06:49","FACTORY_A","121.22","45.24","7.21","83.82"
"22011","2026-02-16 06:50","FACTORY_A","121.43","44.93","7.21","72.42"
"22012","2026-02-16 06:51","FACTORY_A","115.79","43.18","7.26","76.29"
"22013","2026-02-16 06:52","FACTORY_A","117.63","44.40","7.17","81.59"
"22014","2026-02-16 06:53","FACTORY_A","116.91","42.35","7.15","73.85"
"22015","2026-02-16 06:54","FACTORY_A","123.32","44.63","7.24","73.87"
"22016","2026-02-16 06:55","FACTORY_A","124.96","44.14","7.20","81.67"
"22017","2026-02-16 06:56","FACTORY_A","113.49","44.40","7.17","82.65"
"22018","2026-02-16 06:57","FACTORY_A","124.69","42.92","7.19","79.11"
"22019","2026-02-16 06:58","FACTORY_A","120.26","46.06","7.13","83.10"
"22020","2026-02-16 06:59","FACTORY_A","123.04","45.89","7.21","100.14"
"22021","2026-02-16 07:00","FACTORY_A","121.52","47.53","7.18","72.55"
"22022","2026-02-16 07:01","FACTORY_A","124.32","47.49","7.23","68.80"
"22023","2026-02-16 07:02","FACTORY_A","120.63","45.23","7.19","85.62"
"22024","2026-02-16 07:03","FACTORY_A","115.91","46.54","7.20","74.09"
"22025","2026-02-16 07:04","FACTORY_A","119.68","45.39","7.18","81.85"
"22026","2026-02-16 07:05","FACTORY_A","121.55","44.36","7.19","83.04"
"22027","2026-02-16 07:06","FACTORY_A","119.35","44.58","7.14","79.83"
"22028","2026-02-16 07:07","FACTORY_A","121.97","45.96","7.25","81.39"
"22029","2026-02-16 07:08","FACTORY_A","119.80","51.13","7.20","88.55"
"22030","2026-02-16 07:09","FACTORY_A","118.21","46.75","7.10","76.94"
"22031","2026-02-16 07:10","FACTORY_A","116.74","45.37","7.12","86.38"
"22032","2026-02-16 07:11","FACTORY_A","118.82","45.73","7.25","73.45"
"22033","2026-02-16 07:12","FACTORY_A","120.61","45.71","7.20","81.75"
"22034","2026-02-16 07:13","FACTORY_A","114.12","44.86","7.20","82.43"
"22115","2026-02-16 08:34","FACTORY_A","117.66","46.13","7.20","79.62"
"22116","2026-02-16 08:35","FACTORY_A","114.01","44.77","7.22","84.85"
"22117","2026-02-16 08:36","FACTORY_A","118.15","43.48","7.28","80.22"
"22118","2026-02-16 08:37","FACTORY_A","123.59","45.72","7.22","81.66"
"22119","2026-02-16 08:38","FACTORY_A","116.44","45.92","7.22","76.47"
"22120","2026-02-16 08:39","FACTORY_A","122.11","44.78","7.17","75.01"
"22121","2026-02-16 08:40","FACTORY_A","128.55","45.46","7.12","74.88"
"22122","2026-02-16 08:41","FACTORY_A","124.36","46.44","7.22","76.93"
"22123","2026-02-16 08:42","FACTORY_A","120.40","44.92","7.23","73.59"
"22124","2026-02-16 08:43","FACTORY_A","122.58","44.33","7.25","89.34"
"22125","2026-02-16 08:44","FACTORY_A","115.89","43.94","7.29","78.46"
"22126","2026-02-16 08:45","FACTORY_A","115.28","44.62","7.14","79.95"
"22127","2026-02-16 08:46","FACTORY_A","120.09","47.30","7.17","74.26"
"22128","2026-02-16 08:47","FACTORY_A","121.20","44.70","7.23","90.22"
"22129","2026-02-16 08:48","FACTORY_A","123.28","45.54","7.20","78.73"
"22130","2026-02-16 08:49","FACTORY_A","118.29","44.51","7.27","77.05"
"22131","2026-02-16 08:50","FACTORY_A","120.58","44.38","7.19","77.51"
"22132","2026-02-16 08:51","FACTORY_A","120.48","43.68","7.30","78.95"
"22133","2026-02-16 08:52","FACTORY_A","119.61","45.15","7.20","78.48"
"22134","2026-02-16 08:53","FACTORY_A","119.78","44.22","7.28","73.27"
"22135","2026-02-16 08:54","FACTORY_A","117.44","46.91","7.08","84.30"
"22136","2026-02-16 08:55","FACTORY_A","120.84","44.84","7.22","74.43"
"22137","2026-02-16 08:56","FACTORY_A","120.59","44.93","7.20","84.05"
"22138","2026-02-16 08:57","FACTORY_A","118.68","44.73","7.10","73.35"
"22139","2026-02-16 08:58","FACTORY_A","122.00","45.56","7.20","80.87"
"22140","2026-02-16 08:59","FACTORY_A","123.08","47.24","7.14","74.88"
"22141","2026-02-16 09:00","FACTORY_A","122.03","43.44","7.17","76.36"
"22142","2026-02-16 09:01","FACTORY_A","116.87","45.42","7.22","82.41"
"22143","2026-02-16 09:02","FACTORY_A","120.30","42.65","7.19","85.90"
"22144","2026-02-16 09:03","FACTORY_A","117.27","46.83","7.22","89.11"
"22145","2026-02-16 09:04","FACTORY_A","120.29","44.84","7.21","81.87"
"22146","2026-02-16 09:05","FACTORY_A","117.28","42.76","7.32","79.97"
"22147","2026-02-16 09:06","FACTORY_A","123.83","43.09","7.21","75.18"
"22148","2026-02-16 09:07","FACTORY_A","122.35","46.22","7.21","71.05"
"22149","2026-02-16 09:08","FACTORY_A","123.46","42.50","7.22","83.10"
"22150","2026-02-16 09:09","FACTORY_A","123.16","45.42","7.20","78.73"
"22151","2026-02-16 09:10","FACTORY_A","119.19","44.36","7.12","80.05"
"22152","2026-02-16 09:11","FACTORY_A","118.72","44.71","7.23","78.01"
"22153","2026-02-16 09:12","FACTORY_A","125.23","43.99","7.26","76.41"
"22154","2026-02-16 09:13","FACTORY_A","119.50","43.57","7.28","83.38"
"22155","2026-02-16 09:14","FACTORY_A","115.94","44.27","7.23","88.52"
"22156","2026-02-16 09:15","FACTORY_A","123.02","45.86","7.19","74.00"
"22157","2026-02-16 09:16","FACTORY_A","120.43","44.56","7.21","70.63"
"22158","2026-02-16 09:17","FACTORY_A","124.52","45.63","7.29","78.83"
"22159","2026-02-16 09:18","FACTORY_A","120.73","44.64","7.19","76.41"
"22160","2026-02-16 09:19","FACTORY_A","119.94","45.92","7.14","85.92"
"22161","2026-02-16 09:20","FACTORY_A","124.58","45.62","7.31","82.53"
"22162","2026-02-16 09:21","FACTORY_A","115.38","44.19","7.15","89.48"
"22163","2026-02-16 09:22","FACTORY_A","118.24","43.57","7.12","85.39"
"22164","2026-02-16 09:23","FACTORY_A","117.34","46.43","7.22","80.52"
"22165","2026-02-16 09:24","FACTORY_A","113.41","43.78","7.22","80.74"
"22166","2026-02-16 09:25","FACTORY_A","122.62","45.75","7.22","81.96"
"22167","2026-02-16 09:26","FACTORY_A","118.33","45.05","7.24","75.45"
"22168","2026-02-16 09:27","FACTORY_A","122.72","44.31","7.19","82.18"
"22169","2026-02-16 09:28","FACTORY_A","121.17","45.64","7.19","86.85"
"22170","2026-02-16 09:29","FACTORY_A","121.82","47.05","7.17","76.84"
"22171","2026-02-16 09:30","FACTORY_A","118.63","45.94","7.21","78.79"
"22172","2026-02-16 09:31","FACTORY_A","117.71","45.19","7.23","83.28"
"22173","2026-02-16 09:32","FACTORY_A","120.27","47.43","7.25","87.49"
"22174","2026-02-16 09:33","FACTORY_A","122.76","42.49","7.16","76.29"
"22175","2026-02-16 09:34","FACTORY_A","119.85","43.33","7.14","81.22"
"22176","2026-02-16 09:35","FACTORY_A","117.89","44.30","7.24","79.84"
"22177","2026-02-16 09:36","FACTORY_A","116.40","47.13","7.17","78.63"
"22178","2026-02-16 09:37","FACTORY_A","120.61","46.41","7.15","70.70"
"22179","2026-02-16 09:38","FACTORY_A","118.34","42.43","7.11","76.28"
"22180","2026-02-16 09:39","FACTORY_A","119.78","44.35","7.27","73.86"
"22181","2026-02-16 09:40","FACTORY_A","119.28","43.01","7.21","79.33"
"22182","2026-02-16 09:41","FACTORY_A","118.67","44.94","7.23","77.73"
"22183","2026-02-16 09:42","FACTORY_A","120.88","46.35","7.22","74.05"
"22184","2026-02-16 09:43","FACTORY_A","121.66","46.46","7.21","78.67"
"22185","2026-02-16 09:44","FACTORY_A","125.90","45.40","7.20","89.33"
"22186","2026-02-16 09:45","FACTORY_A","122.27","44.36","7.20","76.69"
"22420","2026-02-16 13:39","FACTORY_A","124.78","44.86","7.15","78.06"
"22421","2026-02-16 13:40","FACTORY_A","117.54","46.02","7.11","78.87"
"22422","2026-02-16 13:41","FACTORY_A","115.20","48.52","7.31","76.36"
"22423","2026-02-16 13:42","FACTORY_A","119.96","43.22","7.20","72.11"
"22424","2026-02-16 13:43","FACTORY_A","122.57","47.38","7.18","89.05"
"22425","2026-02-16 13:44","FACTORY_A","122.10","45.37","7.16","70.85"
